x,y
6.0,4382
6.066666666666666,0
6.133333333333334,0
6.2,0
6.266666666666667,0
6.333333333333333,0
6.4,0
6.466666666666667,0
6.533333333333333,0
6.6,0
6.666666666666667,0
6.733333333333333,0
6.8,0
6.866666666666667,0
6.933333333333334,0
7.0,4421
7.066666666666666,0
7.133333333333333,0
7.2,0
7.266666666666667,0
7.333333333333333,0
7.4,0
7.466666666666667,0
7.533333333333333,0
7.6,0
7.666666666666667,0
7.733333333333333,0
7.8,0
7.866666666666667,0
7.933333333333334,5079
8.0,0
